t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000277865	ENST00000620691.GOLGA6L22	reg_4421	ENST00000620691.GOLGA6L22.128585	many2many
ENSG00000277865	ENST00000620691.GOLGA6L22	reg_4251	ENST00000620691.GOLGA6L22.7486	many2many
ENSG00000277865	ENST00000622895.GOLGA6L22	reg_4421	ENST00000622895.GOLGA6L22.128585	many2many
ENSG00000215252	ENST00000342314.GOLGA8B	reg_4251	ENST00000342314.GOLGA8B.1834	many2many
ENSG00000215252	ENST00000438958.GOLGA8B	reg_4251	ENST00000438958.GOLGA8B.1834	many2many
ENSG00000215252	ENST00000683415.GOLGA8B	reg_4251	ENST00000683415.GOLGA8B.1834	many2many
ENSG00000175265	ENST00000432566.GOLGA8A	reg_4421	ENST00000432566.GOLGA8A.101484	many2many
ENSG00000175265	ENST00000432566.GOLGA8A	reg_4251	ENST00000432566.GOLGA8A.3933	many2many
ENSG00000175265	ENST00000359187.GOLGA8A	reg_4251	ENST00000359187.GOLGA8A.3933	many2many
ENSG00000175265	ENST00000359187.GOLGA8A	reg_4421	ENST00000359187.GOLGA8A.101484	many2many
ENSG00000280236	ENST00000642051.OR12D2	reg_15738	ENST00000642051.OR12D2.140	many2many
ENSG00000280236	ENST00000642051.OR12D2	reg_14749	ENST00000642051.OR12D2.2214	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_16501	ENST00000641069.OR2T29.4507	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_8095	ENST00000641069.OR2T29.16370	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_1695	ENST00000641069.OR2T29.2249	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_16406	ENST00000641069.OR2T29.3837	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_12836	ENST00000641069.OR2T29.56226	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_7947	ENST00000641069.OR2T29.7472	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_8017	ENST00000641069.OR2T29.43114	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_1545	ENST00000641069.OR2T29.6247	many2many
ENSG00000182783	ENST00000641069.OR2T29	reg_17435	ENST00000641069.OR2T29.99041	many2many
ENSG00000221858	ENST00000641592.OR2A12	reg_6205	ENST00000641592.OR2A12.24742	many2many
ENSG00000221858	ENST00000641592.OR2A12	reg_953	ENST00000641592.OR2A12.14	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_1356	ENST00000641068.OR2A14.6084	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_1092	ENST00000641068.OR2A14.14	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_5626	ENST00000641068.OR2A14.21875	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_5694	ENST00000641068.OR2A14.11074	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_2436	ENST00000641068.OR2A14.19238	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_705	ENST00000641068.OR2A14.10840	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_477	ENST00000641068.OR2A14.18583	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_5569	ENST00000641068.OR2A14.22487	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_8228	ENST00000641068.OR2A14.40592	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_952	ENST00000641068.OR2A14.6553	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_4268	ENST00000641068.OR2A14.25905	many2many
ENSG00000221938	ENST00000641068.OR2A14	reg_4431	ENST00000641068.OR2A14.6901	many2many
ENSG00000172377	ENST00000641439.OR9I1	reg_16432	ENST00000641439.OR9I1.1374	many2many
ENSG00000172377	ENST00000641439.OR9I1	reg_16560	ENST00000641439.OR9I1.74	many2many
ENSG00000172377	ENST00000641439.OR9I1	reg_17462	ENST00000641439.OR9I1.1422	many2many
ENSG00000172377	ENST00000641478.OR9I1	reg_17462	ENST00000641478.OR9I1.1422	many2many
ENSG00000172377	ENST00000641478.OR9I1	reg_16432	ENST00000641478.OR9I1.1374	many2many
ENSG00000172377	ENST00000641478.OR9I1	reg_17337	ENST00000641478.OR9I1.20494	many2many
ENSG00000172377	ENST00000641478.OR9I1	reg_16560	ENST00000641478.OR9I1.74	many2many
ENSG00000196578	ENST00000358642.OR5AC2	reg_17014	ENST00000358642.OR5AC2.1227	many2many
ENSG00000196578	ENST00000358642.OR5AC2	reg_4264	ENST00000358642.OR5AC2.12147	many2many
ENSG00000196578	ENST00000358642.OR5AC2	reg_17126	ENST00000358642.OR5AC2.12	many2many
ENSG00000196578	ENST00000358642.OR5AC2	reg_1135	ENST00000358642.OR5AC2.15123	many2many
ENSG00000196578	ENST00000358642.OR5AC2	reg_5565	ENST00000358642.OR5AC2.7185	many2many
ENSG00000136834	ENST00000259357.OR1J1	reg_6199	ENST00000259357.OR1J1.110	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_4690	ENST00000555099.OR4C13.11497	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_4620	ENST00000555099.OR4C13.616	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_5926	ENST00000555099.OR4C13.27	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_4294	ENST00000555099.OR4C13.7191	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_4518	ENST00000555099.OR4C13.5019	many2many
ENSG00000179615	ENST00000641114.OR2AP1	reg_17785	ENST00000641114.OR2AP1.2481	many2many
ENSG00000179615	ENST00000641114.OR2AP1	reg_17679	ENST00000641114.OR2AP1.10	many2many
ENSG00000188269	ENST00000322301.OR7A5	reg_5165	ENST00000322301.OR7A5.2298	many2many
ENSG00000188269	ENST00000322301.OR7A5	reg_5315	ENST00000322301.OR7A5.2366	many2many
ENSG00000188269	ENST00000322301.OR7A5	reg_12343	ENST00000322301.OR7A5.65150	many2many
ENSG00000188269	ENST00000322301.OR7A5	reg_8567	ENST00000322301.OR7A5.22418	many2many
ENSG00000188269	ENST00000322301.OR7A5	reg_7374	ENST00000322301.OR7A5.151	many2many
ENSG00000170923	ENST00000305456.OR7G2	reg_875	ENST00000305456.OR7G2.183	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_4948	ENST00000641081.OR7G2.91099	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_437	ENST00000641081.OR7G2.41838	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_5734	ENST00000641081.OR7G2.45712	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_13271	ENST00000641081.OR7G2.38904	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_16516	ENST00000641081.OR7G2.76284	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_12615	ENST00000641081.OR7G2.6813	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_6203	ENST00000641081.OR7G2.139787	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_3138	ENST00000641081.OR7G2.19928	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_4473	ENST00000641081.OR7G2.21490	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_2678	ENST00000641081.OR7G2.10015	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_2871	ENST00000641081.OR7G2.124944	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_5868	ENST00000641081.OR7G2.9427	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_8092	ENST00000641081.OR7G2.86143	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_15000	ENST00000641081.OR7G2.46468	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_17387	ENST00000641081.OR7G2.38858	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_2288	ENST00000641081.OR7G2.15445	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_17189	ENST00000641081.OR7G2.156736	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_3251	ENST00000641081.OR7G2.28732	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_12661	ENST00000641081.OR7G2.4380	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_3308	ENST00000641081.OR7G2.29353	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_875	ENST00000641081.OR7G2.183	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_6024	ENST00000641081.OR7G2.116849	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_12656	ENST00000641081.OR7G2.4545	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_5185	ENST00000641081.OR7G2.57866	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_3386	ENST00000641081.OR7G2.5700	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_3213	ENST00000641081.OR7G2.3067	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_15406	ENST00000641081.OR7G2.23613	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_617	ENST00000641081.OR7G2.49818	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_15489	ENST00000641081.OR7G2.98643	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_1545	ENST00000641081.OR7G2.6542	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_3289	ENST00000641081.OR7G2.29124	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_2735	ENST00000641081.OR7G2.68781	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_8009	ENST00000641081.OR7G2.49759	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_5834	ENST00000641081.OR7G2.21236	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_5166	ENST00000641081.OR7G2.27908	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_17410	ENST00000641081.OR7G2.13825	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_3434	ENST00000641081.OR7G2.1684	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_8309	ENST00000641081.OR7G2.30676	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_514	ENST00000641081.OR7G2.23918	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_4412	ENST00000641081.OR7G2.6298	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_5590	ENST00000641081.OR7G2.20899	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_1549	ENST00000641081.OR7G2.6443	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_4537	ENST00000641081.OR7G2.17552	many2many
ENSG00000170923	ENST00000641081.OR7G2	reg_5882	ENST00000641081.OR7G2.48609	many2many
ENSG00000169214	ENST00000641470.OR6F1	reg_12244	ENST00000641470.OR6F1.461	many2many
ENSG00000169214	ENST00000641470.OR6F1	reg_853	ENST00000641470.OR6F1.47352	many2many
ENSG00000169214	ENST00000641470.OR6F1	reg_4679	ENST00000641470.OR6F1.4447	many2many
ENSG00000169214	ENST00000641470.OR6F1	reg_2452	ENST00000641470.OR6F1.5294	many2many
ENSG00000169214	ENST00000641470.OR6F1	reg_17369	ENST00000641470.OR6F1.2183	many2many
ENSG00000169214	ENST00000641470.OR6F1	reg_5546	ENST00000641470.OR6F1.16007	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_5680	ENST00000641925.OR2T2.13666	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_5260	ENST00000641925.OR2T2.11076	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_5612	ENST00000641925.OR2T2.10287	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_5156	ENST00000641925.OR2T2.17919	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_17114	ENST00000641925.OR2T2.16249	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_15404	ENST00000641925.OR2T2.12743	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_17072	ENST00000641925.OR2T2.12793	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_16342	ENST00000641925.OR2T2.15801	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_17762	ENST00000641925.OR2T2.135502	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_6152	ENST00000641925.OR2T2.12800	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_4329	ENST00000641925.OR2T2.13526	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_931	ENST00000641925.OR2T2.7012	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_15475	ENST00000641925.OR2T2.1899	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_3237	ENST00000641925.OR2T2.11866	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_4277	ENST00000641925.OR2T2.10259	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_9863	ENST00000641925.OR2T2.17408	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_8095	ENST00000641925.OR2T2.10970	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_2762	ENST00000641925.OR2T2.22047	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_12175	ENST00000641925.OR2T2.9360	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_12477	ENST00000641925.OR2T2.16333	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_5886	ENST00000641925.OR2T2.17407	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_4429	ENST00000641925.OR2T2.27397	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_7947	ENST00000641925.OR2T2.11146	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_17249	ENST00000641925.OR2T2.67473	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_5595	ENST00000641925.OR2T2.10203	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_17771	ENST00000641925.OR2T2.9335	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5612	ENST00000642130.OR2T2.10287	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_9863	ENST00000642130.OR2T2.17408	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_931	ENST00000642130.OR2T2.7012	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_17482	ENST00000642130.OR2T2.31817	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_4277	ENST00000642130.OR2T2.10259	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_12175	ENST00000642130.OR2T2.9360	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_17072	ENST00000642130.OR2T2.12793	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_6152	ENST00000642130.OR2T2.12800	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5260	ENST00000642130.OR2T2.11076	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_13561	ENST00000642130.OR2T2.4737	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_4329	ENST00000642130.OR2T2.13526	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_17771	ENST00000642130.OR2T2.9335	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_16342	ENST00000642130.OR2T2.15801	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_17927	ENST00000642130.OR2T2.42014	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_16406	ENST00000642130.OR2T2.4664	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_15404	ENST00000642130.OR2T2.12743	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5878	ENST00000642130.OR2T2.2667	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_12477	ENST00000642130.OR2T2.16333	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_4429	ENST00000642130.OR2T2.27397	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_15475	ENST00000642130.OR2T2.1899	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5680	ENST00000642130.OR2T2.13666	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5595	ENST00000642130.OR2T2.10203	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_4264	ENST00000642130.OR2T2.9892	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_3237	ENST00000642130.OR2T2.11866	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_4257	ENST00000642130.OR2T2.15259	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_6011	ENST00000642130.OR2T2.3033	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5156	ENST00000642130.OR2T2.17919	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5596	ENST00000642130.OR2T2.6178	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5886	ENST00000642130.OR2T2.17407	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_5569	ENST00000642130.OR2T2.11661	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_3092	ENST00000642130.OR2T2.63303	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_7947	ENST00000642130.OR2T2.11146	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_17114	ENST00000642130.OR2T2.16249	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_8095	ENST00000642130.OR2T2.10970	many2many
ENSG00000196098	ENST00000354924.OR5K4	reg_17074	ENST00000354924.OR5K4.12	many2many
ENSG00000181903	ENST00000314259.OR4C6	reg_5590	ENST00000314259.OR4C6.27	many2many
ENSG00000176198	ENST00000641082.OR11H4	reg_18878	ENST00000641082.OR11H4.117	many2many
ENSG00000176198	ENST00000641082.OR11H4	reg_1545	ENST00000641082.OR11H4.5627	many2many
ENSG00000176198	ENST00000641082.OR11H4	reg_13768	ENST00000641082.OR11H4.12968	many2many
ENSG00000176198	ENST00000315409.OR11H4	reg_13768	ENST00000315409.OR11H4.12968	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_4482	ENST00000641432.OR10K1.6290	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_2353	ENST00000641432.OR10K1.53730	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_3202	ENST00000641432.OR10K1.11626	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_5006	ENST00000641432.OR10K1.13590	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_1738	ENST00000641432.OR10K1.20524	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_5156	ENST00000641432.OR10K1.55096	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_5694	ENST00000641432.OR10K1.28679	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_4329	ENST00000641432.OR10K1.25884	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_3246	ENST00000641432.OR10K1.8709	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_5601	ENST00000641432.OR10K1.48434	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_4234	ENST00000278409.OR5F1.9500	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_3224	ENST00000278409.OR5F1.4629	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_5315	ENST00000278409.OR5F1.8074	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_3059	ENST00000278409.OR5F1.4136	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_1135	ENST00000278409.OR5F1.11201	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_12398	ENST00000278409.OR5F1.4428	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_8293	ENST00000278409.OR5F1.29065	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_1515	ENST00000278409.OR5F1.6906	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_12303	ENST00000278409.OR5F1.5803	many2many
ENSG00000149133	ENST00000278409.OR5F1	reg_4992	ENST00000278409.OR5F1.66435	many2many
ENSG00000174970	ENST00000641071.OR10AG1	reg_4770	ENST00000641071.OR10AG1.27	many2many
ENSG00000174970	ENST00000641071.OR10AG1	reg_4420	ENST00000641071.OR10AG1.50491	many2many
ENSG00000174970	ENST00000641071.OR10AG1	reg_17068	ENST00000641071.OR10AG1.240187	many2many
ENSG00000174970	ENST00000641071.OR10AG1	reg_4234	ENST00000641071.OR10AG1.37844	many2many
ENSG00000174970	ENST00000641071.OR10AG1	reg_5662	ENST00000641071.OR10AG1.177152	many2many
ENSG00000174970	ENST00000641071.OR10AG1	reg_4334	ENST00000641071.OR10AG1.10712	many2many
ENSG00000174970	ENST00000641071.OR10AG1	reg_4846	ENST00000641071.OR10AG1.1434	many2many
ENSG00000174970	ENST00000312345.OR10AG1	reg_5662	ENST00000312345.OR10AG1.177152	many2many
ENSG00000174970	ENST00000312345.OR10AG1	reg_4246	ENST00000312345.OR10AG1.27	many2many
ENSG00000174970	ENST00000312345.OR10AG1	reg_4334	ENST00000312345.OR10AG1.10712	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_8264	ENST00000641291.OR9Q2.39388	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_17189	ENST00000641291.OR9Q2.23713	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_8009	ENST00000641291.OR9Q2.13732	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_16357	ENST00000641291.OR9Q2.23656	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_12470	ENST00000641291.OR9Q2.14662	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_4632	ENST00000641291.OR9Q2.23376	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_8332	ENST00000641291.OR9Q2.21926	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_16341	ENST00000641291.OR9Q2.2084	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_4858	ENST00000641291.OR9Q2.59006	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_16566	ENST00000641291.OR9Q2.4129	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_3053	ENST00000641291.OR9Q2.158698	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_5066	ENST00000641291.OR9Q2.6720	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_4443	ENST00000641291.OR9Q2.13680	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_4691	ENST00000641291.OR9Q2.8344	many2many
