Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	3' UTR start	3' UTR end	Chromosome/scaffold name
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL	73593194	73593864	7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000354613	ENST00000354613.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000434326	ENST00000434326.5	MLXIPL	73593202	73594265	7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000313375	ENST00000313375.8	MLXIPL	73593202	73593864	7
ENSG00000009950	ENSG00000009950.16	ENST00000467221	ENST00000467221.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000467221	ENST00000467221.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000467221	ENST00000467221.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000467221	ENST00000467221.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000476404	ENST00000476404.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000476404	ENST00000476404.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000476404	ENST00000476404.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000476404	ENST00000476404.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000476404	ENST00000476404.5	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000453275	ENST00000453275.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000453275	ENST00000453275.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000453275	ENST00000453275.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000453275	ENST00000453275.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000488212	ENST00000488212.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000488212	ENST00000488212.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000488212	ENST00000488212.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000488212	ENST00000488212.1	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000456640	ENST00000456640.2	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000456640	ENST00000456640.2	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000456640	ENST00000456640.2	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000456640	ENST00000456640.2	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000456640	ENST00000456640.2	MLXIPL			7
ENSG00000009950	ENSG00000009950.16	ENST00000456640	ENST00000456640.2	MLXIPL			7
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000266503	ENST00000266503.10	BMAL2	27420533	27425286	12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000544915	ENST00000544915.5	BMAL2	27420533	27425289	12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000395901	ENST00000395901.6	BMAL2	27420533	27420533	12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000546179	ENST00000546179.5	BMAL2	27420465	27420549	12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2	27420533	27420533	12
ENSG00000029153	ENSG00000029153.15	ENST00000311001	ENST00000311001.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000261178	ENST00000261178.9	BMAL2	27420533	27420590	12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000457040	ENST00000457040.6	BMAL2	27420533	27420725	12
ENSG00000029153	ENSG00000029153.15	ENST00000539558	ENST00000539558.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000539558	ENST00000539558.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000539558	ENST00000539558.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000539558	ENST00000539558.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2	27420533	27420590	12
ENSG00000029153	ENSG00000029153.15	ENST00000542388	ENST00000542388.1	BMAL2			12
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000435990	ENST00000435990.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000540449	ENST00000540449.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000540449	ENST00000540449.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000540449	ENST00000540449.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000540449	ENST00000540449.5	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000540449	ENST00000540449.5	MXD1	69938285	69942938	2
ENSG00000059728	ENSG00000059728.11	ENST00000409442	ENST00000409442.2	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000409442	ENST00000409442.2	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000409442	ENST00000409442.2	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000409442	ENST00000409442.2	MXD1	69937049	69937394	2
ENSG00000059728	ENSG00000059728.11	ENST00000409442	ENST00000409442.2	MXD1	69938097	69938192	2
ENSG00000059728	ENSG00000059728.11	ENST00000264444	ENST00000264444.7	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000264444	ENST00000264444.7	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000264444	ENST00000264444.7	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000264444	ENST00000264444.7	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000264444	ENST00000264444.7	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000264444	ENST00000264444.7	MXD1	69938285	69942945	2
ENSG00000059728	ENSG00000059728.11	ENST00000410000	ENST00000410000.2	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000410000	ENST00000410000.2	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000465446	ENST00000465446.1	MXD1			2
ENSG00000059728	ENSG00000059728.11	ENST00000465446	ENST00000465446.1	MXD1			2
ENSG00000063438	ENSG00000063438.20	ENST00000514523	ENST00000514523.1	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000514523	ENST00000514523.1	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000514523	ENST00000514523.1	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000514523	ENST00000514523.1	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000514523	ENST00000514523.1	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000514523	ENST00000514523.1	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000510400	ENST00000510400.5	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000510400	ENST00000510400.5	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000510400	ENST00000510400.5	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000510400	ENST00000510400.5	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000510400	ENST00000510400.5	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000510400	ENST00000510400.5	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000316418	ENST00000316418.10	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000316418	ENST00000316418.10	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000316418	ENST00000316418.10	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000316418	ENST00000316418.10	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000316418	ENST00000316418.10	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000316418	ENST00000316418.10	AHRR			5
ENSG00000063438	ENSG00000063438.20	ENST00000316418	ENST00000316418.10	AHRR			5
