hgnc,target_species,ensembl_target_ids,ensembl_gene_names,ensembl_homology_types,ensembl_types_simple,toga_q_genes,toga_q_transcripts,toga_homology_types,has_ensembl,has_toga,type_match,cell_status
ATOH1,bos_taurus,ENSBTAG00000002895,ATOH1,ortholog_one2one,one2one,reg_10887,ENST00000306011.ATOH1.24,one2one,TRUE,TRUE,TRUE,Type match
ATOH1,canis_lupus_familiaris,ENSCAFG00845020445,ATOH1,ortholog_one2one,one2one,reg_18433,ENST00000306011.ATOH1.14,one2one,TRUE,TRUE,TRUE,Type match
ATOH1,gorilla_gorilla,ENSGGOG00000001096,ATOH1,ortholog_one2one,one2one,reg_1630,ENST00000306011.ATOH1.4,one2one,TRUE,TRUE,TRUE,Type match
ATOH1,macaca_mulatta,ENSMMUG00000002367,ATOH1,ortholog_one2one,one2one,reg_5997,ENST00000306011.ATOH1.3,one2one,TRUE,TRUE,TRUE,Type match
ATOH1,monodelphis_domestica,ENSMODG00000019270,ATOH1,ortholog_one2one,one2one,reg_9856,ENST00000306011.ATOH1.114,one2one,TRUE,TRUE,TRUE,Type match
ATOH1,mus_musculus,ENSMUSG00000073043,Atoh1,ortholog_one2one,one2one,reg_1420,ENST00000306011.ATOH1.120,one2one,TRUE,TRUE,TRUE,Type match
ATOH1,pan_troglodytes,ENSPTRG00000031141,ATOH1,ortholog_one2one,one2one,reg_20294,ENST00000306011.ATOH1.5,one2one,TRUE,TRUE,TRUE,Type match
ATOH1,rattus_norvegicus,ENSRNOG00000006383,Atoh1,ortholog_one2one,one2one,reg_10966,ENST00000306011.ATOH1.118,one2one,TRUE,TRUE,TRUE,Type match
ATOH7,bos_taurus,ENSBTAG00000017521,ATOH7,ortholog_one2one,one2one,reg_19444,ENST00000373673.ATOH7.31,one2one,TRUE,TRUE,TRUE,Type match
ATOH7,canis_lupus_familiaris,ENSCAFG00845001829,ATOH7,ortholog_one2one,one2one,reg_13532,ENST00000373673.ATOH7.27,one2one,TRUE,TRUE,TRUE,Type match
ATOH7,gorilla_gorilla,ENSGGOG00000016464,ATOH7,ortholog_one2one,one2one,reg_13242,ENST00000373673.ATOH7.25,one2one,TRUE,TRUE,TRUE,Type match
ATOH7,macaca_mulatta,ENSMMUG00000015131,ATOH7,ortholog_one2one,one2one,reg_12890,ENST00000373673.ATOH7.28,one2one,TRUE,TRUE,TRUE,Type match
ATOH7,monodelphis_domestica,,,,,reg_11071,ENST00000373673.ATOH7.80,one2one,FALSE,TRUE,,TOGA only
ATOH7,mus_musculus,ENSMUSG00000036816,Atoh7,ortholog_one2one,one2one,reg_5373,ENST00000373673.ATOH7.51,one2one,TRUE,TRUE,TRUE,Type match
ATOH7,pan_troglodytes,ENSPTRG00000002551,ATOH7,ortholog_one2one,one2one,reg_7801,ENST00000373673.ATOH7.9,one2one,TRUE,TRUE,TRUE,Type match
ATOH7,rattus_norvegicus,ENSRNOG00000078656,Atoh7,ortholog_one2one,one2one,reg_7525,ENST00000373673.ATOH7.67,one2one,TRUE,TRUE,TRUE,Type match
ATOH8,bos_taurus,ENSBTAG00000024000,ATOH8,ortholog_one2one,one2one,reg_8977,ENST00000306279.ATOH8.22,one2one,TRUE,TRUE,TRUE,Type match
ATOH8,canis_lupus_familiaris,ENSCAFG00845013832,ATOH8,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
ATOH8,gorilla_gorilla,,,,,reg_543,ENST00000306279.ATOH8.12,one2one,FALSE,TRUE,,TOGA only
ATOH8,macaca_mulatta,ENSMMUG00000047424,ATOH8,ortholog_one2one,one2one,reg_10693,ENST00000306279.ATOH8.10,one2one,TRUE,TRUE,TRUE,Type match
ATOH8,monodelphis_domestica,ENSMODG00000047579,ATOH8,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
ATOH8,mus_musculus,ENSMUSG00000037621,Atoh8,ortholog_one2one,one2one,reg_12087,ENST00000306279.ATOH8.64,one2one,TRUE,TRUE,TRUE,Type match
ATOH8,pan_troglodytes,ENSPTRG00000045046,ATOH8,ortholog_one2one,one2one,reg_82,ENST00000306279.ATOH8.11,one2one,TRUE,TRUE,TRUE,Type match
ATOH8,rattus_norvegicus,ENSRNOG00000010716,Atoh8,ortholog_one2one,one2one,reg_13396,ENST00000306279.ATOH8.64,one2one,TRUE,TRUE,TRUE,Type match
BHLHA15,bos_taurus,ENSBTAG00000046010,BHLHA15,ortholog_one2one,one2one,reg_6910,ENST00000609256.BHLHA15.110,one2one,TRUE,TRUE,TRUE,Type match
BHLHA15,canis_lupus_familiaris,,,,,reg_9034,ENST00000609256.BHLHA15.111,one2one,FALSE,TRUE,,TOGA only
BHLHA15,gorilla_gorilla,,,,,reg_3717,ENST00000609256.BHLHA15.30,one2one,FALSE,TRUE,,TOGA only
BHLHA15,macaca_mulatta,,,,,reg_8893,ENST00000609256.BHLHA15.47,one2one,FALSE,TRUE,,TOGA only
BHLHA15,monodelphis_domestica,ENSMODG00000025044,BHLHA15,ortholog_one2one,one2one,reg_9621,ENST00000609256.BHLHA15.239,one2one,TRUE,TRUE,TRUE,Type match
BHLHA15,mus_musculus,ENSMUSG00000052271,Bhlha15,ortholog_one2one,one2one,reg_3979,ENST00000609256.BHLHA15.205,one2one,TRUE,TRUE,TRUE,Type match
BHLHA15,pan_troglodytes,ENSPTRG00000019434;ENSPTRG00000046476,BHLHA15,ortholog_one2many,one2many,reg_11811,ENST00000609256.BHLHA15.6,one2one,TRUE,TRUE,FALSE,Type mismatch
BHLHA15,rattus_norvegicus,ENSRNOG00000025164,Bhlha15,ortholog_one2one,one2one,reg_16114,ENST00000609256.BHLHA15.209,one2one,TRUE,TRUE,TRUE,Type match
BHLHA9,bos_taurus,ENSBTAG00000048216,BHLHA9,ortholog_one2one,one2one,reg_5638,ENST00000391429.BHLHA9.166,one2one,TRUE,TRUE,TRUE,Type match
BHLHA9,canis_lupus_familiaris,,,,,,,one2zero,FALSE,FALSE,,None
BHLHA9,gorilla_gorilla,ENSGGOG00000016493,BHLHA9,ortholog_one2one,one2one,reg_12863,ENST00000391429.BHLHA9.34,one2one,TRUE,TRUE,TRUE,Type match
BHLHA9,macaca_mulatta,,,,,reg_12465,ENST00000391429.BHLHA9.23,one2one,FALSE,TRUE,,TOGA only
BHLHA9,monodelphis_domestica,ENSMODG00000038383,,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
BHLHA9,mus_musculus,ENSMUSG00000044243,Bhlha9,ortholog_one2one,one2one,reg_12715,ENST00000391429.BHLHA9.210,one2one,TRUE,TRUE,TRUE,Type match
BHLHA9,pan_troglodytes,ENSPTRG00000031017;ENSPTRG00000049473,BHLHA9,ortholog_one2many,one2many,reg_14712,ENST00000391429.BHLHA9.24,one2one,TRUE,TRUE,FALSE,Type mismatch
BHLHA9,rattus_norvegicus,ENSRNOG00000022232,Bhlha9,ortholog_one2one,one2one,reg_6738,ENST00000391429.BHLHA9.206,one2one,TRUE,TRUE,TRUE,Type match
BHLHE22,bos_taurus,ENSBTAG00000055445,BHLHE22,ortholog_one2one,one2one,reg_15452,ENST00000321870.BHLHE22.34,one2one,TRUE,TRUE,TRUE,Type match
BHLHE22,canis_lupus_familiaris,ENSCAFG00845029985,BHLHE22,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
