hgnc,target_species,ensembl_types_simple,toga_types,n_q_genes,n_projected_entries,has_ensembl,has_toga,type_match,cell_status,ens_rel_start,ens_rel_end,ens_len,ens_target_id,ens_gene_name,zoo_rel_start,zoo_rel_end,zoo_len,zoo_id,delta_start,delta_end
ARNT,mus_musculus,one2one,one2one,1,4,TRUE,TRUE,TRUE,Type match,0.1150442477876106,0.179519595448799,791,ENSMUSG00000015522,Arnt,0.11237373737373738,0.18686868686868688,792,reg_10881,0.0026705104138732283,0.0073490914198878765
ARNT,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.1153358681875792,0.1799746514575411,789,ENSPTRG00000001266,ARNT,0.11265822784810128,0.18734177215189873,790,reg_2056,0.002677640339477913,0.007367120694357632
ARNT,rattus_norvegicus,one2one,one2one,1,4,TRUE,TRUE,TRUE,Type match,0.1286407766990291,0.1905339805825242,824,ENSRNOG00000031174,Arnt,0.10974106041923552,0.18249075215782984,811,reg_2019,0.018899716279793574,0.008043228424694349
ARNT2,bos_taurus,one2one,,,,TRUE,FALSE,,Ensembl only,0.0912921348314606,0.1629213483146067,712,ENSBTAG00000012351,ARNT2,,,,,,
ARNT2,canis_lupus_familiaris,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.0880758807588075,0.1571815718157181,738,ENSCAFG00845004996,ARNT2,0.07355021216407355,0.157001414427157,707,reg_5402,0.014525668594733948,1.8015738856108632e-4
ARNT2,gorilla_gorilla,one2one,,,,TRUE,FALSE,,Ensembl only,0.0711462450592885,0.1383399209486166,759,ENSGGOG00000012245,,,,,,,
ARNT2,macaca_mulatta,one2one,,,,TRUE,FALSE,,Ensembl only,0.0829817158931083,0.1547116736990154,711,ENSMMUG00000011566,ARNT2,,,,,,
ARNT2,monodelphis_domestica,one2one,one2one,1,2,TRUE,TRUE,TRUE,Type match,0.0893854748603352,0.1606145251396648,716,ENSMODG00000019416,ARNT2,0.08647140864714087,0.16875871687587168,717,reg_7718,0.00291406621319433,0.008144191736206896
ARNT2,mus_musculus,one2one,,,,TRUE,FALSE,,Ensembl only,0.0912921348314606,0.1629213483146067,712,ENSMUSG00000015709,Arnt2,,,,,,
ARNT2,pan_troglodytes,one2one,,,,TRUE,FALSE,,Ensembl only,0.0711462450592885,0.1383399209486166,759,ENSPTRG00000007363,ARNT2,,,,,,
ARNT2,rattus_norvegicus,one2one,one2one,1,2,TRUE,TRUE,TRUE,Type match,0.0912921348314606,0.1629213483146067,712,ENSRNOG00000013017,Arnt2,0.08835904628330996,0.17110799438990182,713,reg_3574,0.0029330885481506502,0.008186646075295123
ARNTL,bos_taurus,one2one,one2one,1,6,TRUE,TRUE,TRUE,Type match,0.1174603174603174,0.1984126984126984,630,ENSBTAG00000013029,ARNTL,0.11410459587955626,0.2076069730586371,631,reg_6511,0.0033557215807611396,0.009194274645938694
ARNTL,canis_lupus_familiaris,one2one,one2one,1,6,TRUE,TRUE,TRUE,Type match,0.1172741679873217,0.1980982567353407,631,ENSCAFG00845020372,BMAL1,0.1139240506329114,0.20727848101265825,632,reg_1391,0.0033501173544102925,0.009180224277317545
ARNTL,gorilla_gorilla,one2one,one2one,1,5,TRUE,TRUE,TRUE,Type match,0.1242038216560509,0.2022292993630573,628,ENSGGOG00000013211,BMAL1,0.11501597444089456,0.20926517571884984,626,reg_14719,0.009187847215156336,0.007035876355792531
ARNTL,macaca_mulatta,one2one,one2one,1,6,TRUE,TRUE,TRUE,Type match,0.1182108626198083,0.1996805111821086,626,ENSMMUG00000009690,ARNTL,0.11410459587955626,0.2076069730586371,631,reg_14052,0.0041062667402520375,0.007926461876528484
ARNTL,monodelphis_domestica,one2one,one2one,1,6,TRUE,TRUE,TRUE,Type match,0.2068965517241379,0.2801724137931034,696,ENSMODG00000008708,BMAL1,0.11093990755007704,0.20184899845916796,649,reg_4177,0.09595664417406086,0.07832341533393547
ARNTL,mus_musculus,one2one,one2one,1,6,TRUE,TRUE,TRUE,Type match,0.1279620853080568,0.2085308056872037,633,ENSMUSG00000055116,Bmal1,0.1139240506329114,0.20727848101265825,632,reg_2372,0.014038034675145403,0.0012523246745454464
ARNTL,pan_troglodytes,one2one,one2one,1,6,TRUE,TRUE,TRUE,Type match,0.1242038216560509,0.2022292993630573,628,ENSPTRG00000003376,BMAL1,0.11410459587955626,0.2076069730586371,631,reg_508,0.010099225776494636,0.005377673695579788
ARNTL,rattus_norvegicus,one2one,one2one,1,6,TRUE,TRUE,TRUE,Type match,0.1279620853080568,0.2085308056872037,633,ENSRNOG00000014448,Bmal1,0.11483253588516748,0.20893141945773525,627,reg_18209,0.013129549422889325,4.0061377053154934e-4
ARNTL2,bos_taurus,one2one,one2one,1,7,TRUE,TRUE,TRUE,Type match,0.1716535433070866,0.2519685039370078,635,ENSBTAG00000011804,ARNTL2,0.1682389937106918,0.2610062893081761,636,reg_9225,0.0034145495963948114,0.009037785371168283
ARNTL2,canis_lupus_familiaris,one2one,one2one,1,2,TRUE,TRUE,TRUE,Type match,0.1129848229342327,0.2006745362563237,593,ENSCAFG00845024620,ARNTL2,0.12146422628951747,0.21797004991680533,601,reg_6263,0.00847940335528477,0.017295513660481626
ARNTL2,gorilla_gorilla,one2one,one2one,1,7,TRUE,TRUE,TRUE,Type match,0.1713836477987421,0.2515723270440251,636,ENSGGOG00000007332,BMAL2,0.16797488226059654,0.260596546310832,637,reg_783,0.003408765538145564,0.00902421926680691
ARNTL2,macaca_mulatta,one2one,one2one,1,2,TRUE,TRUE,TRUE,Type match,0.1713836477987421,0.2515723270440251,636,ENSMMUG00000023249,ARNTL2,0.1492776886035313,0.2439807383627608,623,reg_3080,0.0221059591952108,0.007591588681264305
ARNTL2,mus_musculus,one2one,one2one,1,7,TRUE,TRUE,TRUE,Type match,0.0863557858376511,0.1744386873920552,579,ENSMUSG00000040187,Bmal2,0.12929623567921442,0.22585924713584288,611,reg_1157,0.04294044984156331,0.051420559743787675
ARNTL2,pan_troglodytes,one2one,one2one,1,5,TRUE,TRUE,TRUE,Type match,0.1716535433070866,0.2519685039370078,635,ENSPTRG00000004788,BMAL2,0.1495176848874598,0.24437299035369775,622,reg_15640,0.022135858419626786,0.007595513583310065
ARNTL2,rattus_norvegicus,one2one,one2one,1,7,TRUE,TRUE,TRUE,Type match,0.1408,0.2208,625,ENSRNOG00000001830,Bmal2,0.13213703099510604,0.22838499184339311,613,reg_10674,0.008662969004893967,0.0075849918433931185
ASCL1,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4748858447488584,0.7031963470319634,219,ENSBTAG00000052521,ASCL1,0.4590909090909091,0.7227272727272728,220,reg_10362,0.015794935657949316,0.019530925695309342
ASCL1,canis_lupus_familiaris,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4675925925925926,0.6990740740740741,216,ENSCAFG00845009710,ASCL1,0.5062240663900415,0.7468879668049793,241,reg_9486,0.038631473797448856,0.047813892730905194
ASCL1,gorilla_gorilla,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5085470085470085,0.7222222222222222,234,ENSGGOG00000005479,ASCL1,0.49361702127659574,0.7404255319148936,235,reg_15591,0.014929987270412781,0.018203309692671366
ASCL1,macaca_mulatta,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5168067226890757,0.726890756302521,238,ENSMMUG00000005747,ASCL1,0.502092050209205,0.7447698744769874,239,reg_3224,0.014714672479870683,0.017879118174466413
ASCL1,monodelphis_domestica,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.6153846153846154,0.782608695652174,299,ENSMODG00000041211,ASCL1,0.5082644628099173,0.7479338842975206,242,reg_13931,0.10712015257469809,0.034674811354653334
ASCL1,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5021645021645021,0.7186147186147186,231,ENSMUSG00000020052,Ascl1,0.4870689655172414,0.7370689655172413,232,reg_18026,0.015095536647260765,0.01845424690252273
ASCL1,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5043103448275862,0.7198275862068966,232,ENSPTRG00000005366,ASCL1,0.4892703862660944,0.7381974248927039,233,reg_9468,0.015039958561491762,0.018369838685807327
ASCL1,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5064377682403434,0.721030042918455,233,ENSRNOG00000085519,Ascl1,0.49145299145299143,0.7393162393162394,234,reg_10199,0.014984776787351939,0.018286196397784393
ASCL2,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2746113989637305,0.533678756476684,193,ENSBTAG00000026769,ASCL2,0.25773195876288657,0.5567010309278351,194,reg_5863,0.01687944020084392,0.023022274451151126
ASCL2,canis_lupus_familiaris,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2731958762886597,0.5309278350515464,194,ENSCAFG00845011417,ASCL2,0.2564102564102564,0.5538461538461539,195,reg_3431,0.016785619878403324,0.022918318794607484
ASCL2,gorilla_gorilla,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2746113989637305,0.533678756476684,193,ENSGGOG00000007421,ASCL2,0.25773195876288657,0.5567010309278351,194,reg_12441,0.01687944020084392,0.023022274451151126
ASCL2,macaca_mulatta,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2746113989637305,0.533678756476684,193,ENSMMUG00000001322,ASCL2,0.25773195876288657,0.5567010309278351,194,reg_14106,0.01687944020084392,0.023022274451151126
ASCL2,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4600760456273764,0.6501901140684411,263,ENSMUSG00000009248,Ascl2,0.25510204081632654,0.5510204081632653,196,reg_8428,0.20497400481104988,0.09916970590517582
ASCL2,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2746113989637305,0.533678756476684,193,ENSPTRG00000044950,ASCL2,0.25773195876288657,0.5567010309278351,194,reg_8595,0.01687944020084392,0.023022274451151126
ASCL2,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4653846153846154,0.6576923076923077,260,ENSRNOG00000020434,Ascl2,0.25906735751295334,0.5595854922279793,193,reg_4584,0.20631725787166205,0.09810681546432842
ASCL3,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5359116022099447,0.8066298342541437,181,ENSBTAG00000032339,ASCL3,0.510989010989011,0.8296703296703297,182,reg_2866,0.024922591220933765,0.023040495416186024
ASCL3,macaca_mulatta,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5359116022099447,0.8066298342541437,181,ENSMMUG00000001997,ASCL3,0.510989010989011,0.8296703296703297,182,reg_14785,0.024922591220933765,0.023040495416186024
ASCL3,monodelphis_domestica,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5359116022099447,0.8066298342541437,181,ENSMODG00000024589,ASCL3,0.510989010989011,0.8296703296703297,182,reg_9819,0.024922591220933765,0.023040495416186024
ASCL3,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5517241379310345,0.8333333333333334,174,ENSMUSG00000035951,Ascl3,0.5310734463276836,0.8587570621468926,177,reg_8015,0.020650691603350868,0.025423728813559254
ASCL3,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5359116022099447,0.8066298342541437,181,ENSPTRG00000003339,ASCL3,0.510989010989011,0.8296703296703297,182,reg_8533,0.024922591220933765,0.023040495416186024
ASCL3,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5549132947976878,0.838150289017341,173,ENSRNOG00000013591,Tmem9b,0.5388888888888889,0.8611111111111112,180,reg_4498,0.016024405908798944,0.02296082209377015
ASCL4,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4285714285714285,0.7202380952380952,168,ENSBTAG00000046402,ASCL4,0.39644970414201186,0.7396449704142012,169,reg_10564,0.03212172442941663,0.019406875176105953
ASCL4,canis_lupus_familiaris,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4514285714285714,0.7314285714285714,175,ENSCAFG00845011320,ASCL4,0.41379310344827586,0.7471264367816092,174,reg_789,0.037635467980295545,0.015697865353037743
ASCL4,gorilla_gorilla,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4450867052023121,0.7283236994219653,173,ENSGGOG00000025905,ASCL4,0.41379310344827586,0.7471264367816092,174,reg_15756,0.03129360175403623,0.018802737359643884
ASCL4,macaca_mulatta,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4450867052023121,0.7283236994219653,173,ENSMMUG00000064376,ASCL4,0.41379310344827586,0.7471264367816092,174,reg_2904,0.03129360175403623,0.018802737359643884
ASCL4,monodelphis_domestica,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.448087431693989,0.7213114754098361,183,ENSMODG00000024943,ASCL4,0.4301075268817205,0.7419354838709677,186,reg_13982,0.01797990481226852,0.02062400846113166
ASCL4,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4375,0.7777777777777778,144,ENSMUSG00000085111,Ascl4,0.4041095890410959,0.8013698630136986,146,reg_5313,0.033390410958904104,0.023592085235920823
ASCL4,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4450867052023121,0.7283236994219653,173,ENSPTRG00000005401,ASCL4,0.41379310344827586,0.7471264367816092,174,reg_9540,0.03129360175403623,0.018802737359643884
ASCL4,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4344827586206896,0.7724137931034483,145,ENSRNOG00000086355,Ascl4,0.3972602739726027,0.7945205479452054,146,reg_9883,0.03722248464808686,0.02210675484175717
ASCL5,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.5026455026455027,0.7671957671957672,189,ENSBTAG00000071322,ASCL5,0.4585635359116022,0.7790055248618785,181,reg_11126,0.04408196673390047,0.011809757666111254
ASCL5,canis_lupus_familiaris,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4578947368421052,0.7210526315789474,190,ENSCAFG00845019036,ASCL5,0.4444444444444444,0.7513227513227513,189,reg_12807,0.013450292397660768,0.03027011974380389
ASCL5,macaca_mulatta,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4174757281553398,0.6601941747572816,206,ENSMMUG00000017419,ASCL5,0.4009661835748792,0.6811594202898551,207,reg_7498,0.01650954458046061,0.020965245532573507
ASCL5,monodelphis_domestica,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4174757281553398,0.6601941747572816,206,ENSMODG00000000174,ASCL5,0.4009661835748792,0.6811594202898551,207,reg_5753,0.01650954458046061,0.020965245532573507
ASCL5,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4414893617021276,0.7074468085106383,188,ENSMUSG00000097918,Ascl5,0.42328042328042326,0.7301587301587301,189,reg_9219,0.018208938421704346,0.02271192164809177
ASCL5,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4174757281553398,0.6601941747572816,206,ENSPTRG00000051709,ASCL5,0.4009661835748792,0.6811594202898551,207,reg_2682,0.01650954458046061,0.020965245532573507
ASCL5,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4414893617021276,0.7074468085106383,188,ENSRNOG00000033391,Ascl5,0.42328042328042326,0.7301587301587301,189,reg_16425,0.018208938421704346,0.02271192164809177
ATOH1,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4488636363636363,0.59375,352,ENSBTAG00000002895,ATOH1,0.4447592067988669,0.6090651558073654,353,reg_10887,0.0041044295647694184,0.015315155807365421
ATOH1,canis_lupus_familiaris,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4550561797752809,0.598314606741573,356,ENSCAFG00845020445,ATOH1,0.4509803921568627,0.6134453781512605,357,reg_18433,0.004075787618418203,0.015130771409687549
ATOH1,gorilla_gorilla,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4519774011299435,0.596045197740113,354,ENSGGOG00000001096,ATOH1,0.447887323943662,0.6112676056338028,355,reg_1630,0.0040900771862815155,0.015222407893689782
ATOH1,macaca_mulatta,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4519774011299435,0.596045197740113,354,ENSMMUG00000002367,ATOH1,0.447887323943662,0.6112676056338028,355,reg_5997,0.0040900771862815155,0.015222407893689782
ATOH1,monodelphis_domestica,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4947368421052631,0.6289473684210526,380,ENSMODG00000019270,ATOH1,0.4908136482939632,0.6430446194225722,381,reg_9856,0.003923193811299908,0.014097251001519595
ATOH1,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4472934472934473,0.5925925925925926,351,ENSMUSG00000073043,Atoh1,0.4431818181818182,0.6079545454545454,352,reg_1420,0.0041116291116291,0.015361952861952854
ATOH1,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4550561797752809,0.598314606741573,356,ENSPTRG00000031141,ATOH1,0.4509803921568627,0.6134453781512605,357,reg_20294,0.004075787618418203,0.015130771409687549
ATOH1,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4472934472934473,0.5925925925925926,351,ENSRNOG00000006383,Atoh1,0.4431818181818182,0.6079545454545454,352,reg_10966,0.0041116291116291,0.015361952861952854
ATOH7,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2697368421052631,0.6052631578947368,152,ENSBTAG00000017521,ATOH7,0.26143790849673204,0.6405228758169934,153,reg_19444,0.008298933608531067,0.03525971792225657
ATOH7,canis_lupus_familiaris,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2697368421052631,0.6052631578947368,152,ENSCAFG00845001829,ATOH7,0.26143790849673204,0.6405228758169934,153,reg_13532,0.008298933608531067,0.03525971792225657
ATOH7,gorilla_gorilla,one2one,,,,TRUE,FALSE,,Ensembl only,0.2697368421052631,0.6052631578947368,152,ENSGGOG00000016464,ATOH7,,,,,,
ATOH7,macaca_mulatta,one2one,,,,TRUE,FALSE,,Ensembl only,0.2697368421052631,0.6052631578947368,152,ENSMMUG00000015131,ATOH7,,,,,,
ATOH7,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2818791946308724,0.6241610738255033,149,ENSMUSG00000036816,Atoh7,0.2733333333333333,0.66,150,reg_5373,0.008545861297539092,0.03583892617449669
ATOH7,pan_troglodytes,one2one,,,,TRUE,FALSE,,Ensembl only,0.2697368421052631,0.6052631578947368,152,ENSPTRG00000002551,ATOH7,,,,,,
ATOH7,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2818791946308724,0.6241610738255033,149,ENSRNOG00000078656,Atoh7,0.2733333333333333,0.66,150,reg_7525,0.008545861297539092,0.03583892617449669
ATOH8,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.6168478260869565,0.7554347826086957,368,ENSBTAG00000024000,ATOH8,0.710691823899371,0.8930817610062893,318,reg_8977,0.09384399781241448,0.13764697839759366
ATOH8,canis_lupus_familiaris,one2one,,,,TRUE,FALSE,,Ensembl only,0.7160883280757098,0.8769716088328076,317,ENSCAFG00845013832,ATOH8,,,,,,
ATOH8,macaca_mulatta,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.6666666666666666,0.8095238095238095,357,ENSMMUG00000047424,ATOH8,0.7203647416413373,0.8966565349544073,329,reg_10693,0.05369807497467072,0.0871327254305978
ATOH8,monodelphis_domestica,one2one,,,,TRUE,FALSE,,Ensembl only,0.7164634146341463,0.8719512195121951,328,ENSMODG00000047579,ATOH8,,,,,,
ATOH8,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.7204968944099379,0.8788819875776398,322,ENSMUSG00000037621,Atoh8,0.7151702786377709,0.8947368421052632,323,reg_12087,0.005326615772166976,0.015854854527623363
ATOH8,pan_troglodytes,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.7213622291021672,0.8792569659442725,323,ENSPTRG00000045046,ATOH8,0.7160493827160493,0.8950617283950617,324,reg_82,0.005312846386117842,0.01580476245078921
ATOH8,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.7204968944099379,0.8788819875776398,322,ENSRNOG00000010716,Atoh8,0.7151702786377709,0.8947368421052632,323,reg_13396,0.005326615772166976,0.015854854527623363
BHLHA15,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.3903743315508021,0.6631016042780749,187,ENSBTAG00000046010,BHLHA15,0.3829787234042553,0.6914893617021277,188,reg_6910,0.007395608146546773,0.028387757424052862
BHLHA15,monodelphis_domestica,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4494949494949495,0.7070707070707071,198,ENSMODG00000025044,BHLHA15,0.37988826815642457,0.7039106145251397,179,reg_9621,0.06960668133852493,0.0031600925455673723
BHLHA15,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.3705583756345177,0.6294416243654822,197,ENSMUSG00000052271,Bhlha15,0.3636363636363637,0.6565656565656566,198,reg_3979,0.00692201199815401,0.02712403220017434
BHLHA15,pan_troglodytes,one2many,,,,TRUE,FALSE,,Ensembl only,0.4021164021164021,0.671957671957672,189,ENSPTRG00000046476,BHLHA15,,,,,,
BHLHA15,rattus_norvegicus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.4918032786885246,0.7008196721311475,244,ENSRNOG00000025164,Bhlha15,0.3636363636363637,0.6565656565656566,198,reg_16114,0.12816691505216088,0.04425401556549091
BHLHA9,bos_taurus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2991071428571428,0.5267857142857143,224,ENSBTAG00000048216,BHLHA9,0.29333333333333333,0.5511111111111111,225,reg_5638,0.005773809523809459,0.024325396825396806
BHLHA9,gorilla_gorilla,one2one,,,,TRUE,FALSE,,Ensembl only,0.2808510638297872,0.4978723404255319,235,ENSGGOG00000016493,BHLHA9,,,,,,
BHLHA9,monodelphis_domestica,one2one,one2zero,0,1,TRUE,TRUE,FALSE,Type mismatch,0.2986425339366516,0.5294117647058824,221,ENSMODG00000038383,,0.24904214559386972,0.47126436781609193,261,,0.049600388342781854,0.058147396889790426
BHLHA9,mus_musculus,one2one,one2one,1,1,TRUE,TRUE,TRUE,Type match,0.2683982683982684,0.4891774891774891,231,ENSMUSG00000044243,Bhlha9,0.2629310344827586,0.5129310344827587,232,reg_12715,0.005467233915509795,0.023753545305269574
